zip_code,residential_units,land_sq_feet,gross_sq_feet,year_built,sale_price,sale_date
11204,2,2003,2136,1930,550000,2007-11-16
11204,1,4410,2915,1920,750000,2009-11-05
11204,3,2232,3550,1930,870000,2010-10-20
11204,2,2003,3242,1945,825000,2005-02-16
11204,4,2683,3600,1925,232200,2005-05-01
11204,1,2003,2200,1920,727000,2008-05-19
11204,6,1900,3280,1931,575000,2004-10-08
11204,2,1440,1732,1940,605000,2005-03-30
11204,2,2660,1800,1935,516500,2004-09-23
11204,2,4007,2015,1920,800000,2005-05-06
11204,2,4000,1897,1930,980000,2012-04-06
11204,2,2400,2312,1930,678000,2005-07-14
11204,2,3000,2088,1920,770000,2007-12-06
11204,1,2003,4620,1960,555000,2010-03-01
11204,2,2250,3132,1925,440000,2004-05-13
11204,1,1750,1575,1935,500000,2010-12-07
11204,2,2133,1872,1925,716000,2010-12-30
11204,2,2597,2180,1935,570000,2004-04-01
11204,2,2483,2480,1925,888000,2008-09-19
11204,1,2800,1494,1920,290900,2003-04-28
11204,1,2400,1440,1930,684000,2007-09-06
11204,2,2000,1952,1925,600000,2006-02-01
11204,4,2200,3520,1930,790000,2005-11-15
11204,3,2867,2420,1930,850000,2006-01-06
11204,1,2500,2340,1930,550000,2008-08-01
11204,1,2300,1580,1915,593000,2010-01-08
11204,6,2600,5214,1927,510000,2005-07-12
11204,1,2805,2810,1920,253000,2011-01-18
11204,1,1950,1547,1930,505000,2005-02-15
11204,1,2400,1470,1935,430000,2005-11-28
11204,3,2768,4560,2004,680000,2003-09-22
11204,2,1918,1900,1930,680000,2009-01-08
11204,2,2000,2661,1940,400000,2003-02-24
11204,2,1815,1296,1930,585000,2012-05-24
11204,3,2000,3260,1920,539000,2003-08-29
11204,2,2400,2520,1925,693000,2009-08-18
11204,3,2300,2040,1925,680000,2007-05-03
11204,2,1872,2692,1925,605000,2005-12-02
11204,1,1603,1024,1930,520000,2005-05-05
11204,3,2000,2728,1970,723000,2008-07-29
11204,3,2425,3300,1920,540000,2003-08-27
11204,2,1520,1900,1930,714500,2007-01-11
11204,2,1800,1795,1925,520000,2003-10-07
11204,2,4000,2412,1910,747000,2011-07-15
11204,4,2667,3439,1931,850000,2008-04-11
11204,2,2438,2560,1930,515000,2003-04-02
11204,4,2500,3026,1924,630000,2003-03-14
11204,1,1603,1452,1945,510000,2011-11-10
11204,4,2700,3520,1931,780000,2006-11-08
11204,2,3000,2116,1920,772500,2005-01-13
11204,2,1320,1605,1950,462500,2005-07-19
11204,4,2500,3000,1923,700000,2007-07-09
11204,3,1800,2184,1930,415000,2003-11-07
11204,2,2500,1696,1940,545000,2004-10-14
11204,2,2003,3336,1910,900000,2006-11-01
11204,2,1959,2000,1930,670000,2007-06-20
11204,1,2400,1590,1915,250000,2007-07-21
11204,1,1600,1114,1920,480000,2011-10-06
11204,3,2000,2492,1940,635000,2004-09-21
11204,3,2500,3780,1930,745000,2006-08-16
11204,2,2525,2360,1930,690000,2004-05-03
11204,1,2500,3400,1930,715000,2008-07-18
11204,3,2705,3420,1944,600000,2006-07-18
11204,2,2400,2600,1915,600000,2006-11-16
11204,2,1535,1900,1930,499000,2003-05-22
11204,2,1459,5848,2002,950000,2004-03-18
11204,2,2104,2545,1925,375000,2003-07-29
11204,1,2003,1958,1920,705000,2007-02-12
11204,1,1150,2042,1925,489900,2006-07-27
11204,3,2400,3300,1925,350000,2010-09-15
11204,2,1800,1808,1930,575000,2007-12-13
11204,3,2400,2400,1930,995000,2012-10-15
11204,2,1500,1696,1930,580000,2010-07-16
11204,2,3339,2638,1915,780000,2011-10-06
11204,2,2483,2128,1925,360000,2006-06-23
11204,2,1603,2615,1925,350000,2010-06-02
11204,3,2000,3215,1925,525000,2003-10-15
11204,1,1200,1760,1940,560000,2010-06-17
11204,2,2000,3540,1930,712000,2008-07-22
11204,2,2575,2840,1930,350000,2006-11-14
11204,3,2400,3160,1930,711500,2011-11-15
11204,6,2667,5647,1928,850000,2012-09-19
11204,2,3000,6916,2005,565000,2004-09-01
11204,3,2500,2688,1925,760000,2007-11-07
11204,2,2504,4464,1920,440000,2010-05-03
11204,2,2500,2720,1930,420000,2008-07-02
11204,2,1600,2464,1925,600000,2011-03-28
11204,2,4000,3050,1930,499900,2010-08-13
11204,1,2000,2208,1930,580000,2008-11-21
11204,2,3239,4900,1940,775000,2005-05-03
11204,3,2600,2360,1930,647800,2004-12-22
11204,2,4007,2232,1925,710000,2003-07-08
11204,2,2700,3510,1925,750000,2005-03-15
11204,1,2000,1344,1930,594750,2010-04-16
11204,1,2667,1330,1920,660000,2012-01-19
11204,2,2517,2480,1920,300000,2005-07-11
11204,1,1600,1656,1920,445000,2005-05-06
11204,3,2500,2680,1925,799000,2010-07-19
11204,1,2003,1750,1930,999900,2008-07-15
11204,2,2550,4020,1920,592500,2008-06-19
11204,2,2000,2736,1960,772000,2011-05-09
11204,2,2283,1800,1930,680000,2008-10-01
11204,2,2000,1404,1925,660000,2010-05-01
11204,3,2000,2492,1940,790000,2006-08-29
11204,1,1600,1828,1920,520000,2011-02-04
11204,3,2354,3705,1930,780000,2005-12-08
11204,4,2500,3040,1925,658000,2004-06-24
11204,2,2500,1730,1930,700000,2012-10-10
11204,3,4000,2556,1910,628000,2003-03-20
11204,4,2608,3276,1931,600000,2003-08-13
11204,1,2000,2208,1930,660000,2012-02-28
11204,2,2500,2480,1930,680000,2005-08-15
11204,2,2400,2360,1930,725000,2005-12-27
11204,1,2462,1889,1935,820000,2007-08-13
11204,1,2800,1940,1930,630000,2004-04-05
11204,1,4000,1552,1940,395000,2003-08-27
11204,1,2000,1264,1930,459000,2009-02-03
11204,4,2755,3080,1931,900000,2008-06-23
11204,2,2173,2187,1930,220345,2008-01-23
11204,1,1800,1472,1920,438000,2003-05-27
11204,1,1992,1920,1925,575000,2005-10-04
11204,2,2000,2404,1930,703500,2007-06-22
11204,6,2667,5290,1927,967500,2012-10-05
11204,2,2000,1802,1920,598000,2008-07-29
11204,1,2000,1170,1925,520000,2004-12-02
11204,2,2500,2719,1930,710000,2008-06-11
11204,2,2003,1840,1960,580000,2012-12-06
11204,4,2800,3350,1935,986000,2007-09-07
11204,2,2575,2840,1930,755000,2006-07-25
11204,3,2500,2400,1930,850000,2007-05-29
11204,3,3005,4614,1920,657000,2006-02-15
11204,2,3005,2240,1925,145609,2005-12-01
11204,2,2000,2480,1915,478000,2006-03-09
11204,1,2300,1580,1915,520000,2005-11-15
11204,1,2429,5600,1930,500000,2003-09-23
11204,1,2000,1376,1930,575000,2007-01-08
11204,2,1939,2128,1930,745000,2005-07-01
11204,2,2003,1675,1925,560000,2005-02-24
11204,2,1800,2124,1925,200000,2004-05-27
11204,4,2875,3510,1931,538000,2003-03-19
11204,2,2500,2040,1920,380000,2003-09-19
11204,2,2104,1920,1920,750000,2004-10-12
11204,3,1850,2224,1901,133500,2003-05-30
11204,2,2300,1834,1925,545000,2004-07-02
11204,2,2000,1880,1915,675000,2008-05-20
11204,2,2500,2480,1925,515000,2004-02-03
11204,2,2400,2400,1925,490000,2003-06-12
11204,2,2500,2480,1930,639000,2004-07-21
11204,1,2400,1575,1950,650000,2007-08-09
11204,2,2425,2100,1930,655500,2004-10-22
11204,1,3000,1612,1920,770000,2004-09-22
11204,1,1720,1344,1930,328000,2004-01-15
11204,2,2300,2480,1915,710000,2008-06-26
11204,1,1708,1416,1920,570000,2006-04-25
11204,3,2000,1248,1920,560000,2005-02-04
11204,2,2800,2128,1930,660000,2007-03-28
11204,1,2504,5505,2007,800000,2006-09-19
11204,2,3000,3146,1920,500000,2009-08-28
11204,1,4007,2385,1925,999000,2004-01-01
11204,2,2758,3049,1970,730000,2004-05-25
11204,6,3000,5305,1931,900000,2011-03-30
11204,2,2003,2240,1910,775000,2010-01-06
11204,2,2500,3350,1925,670000,2004-01-15
11204,1,1983,1376,1930,625000,2004-11-10
11204,1,3000,1392,1920,855000,2007-06-07
11204,1,2003,1960,1925,230000,2011-05-03
11204,3,2003,2576,1935,600000,2010-02-02
11204,2,2500,4200,1915,390000,2008-09-05
11204,2,2003,2040,1930,100500,2003-01-21
11204,1,1600,1060,1920,480000,2007-05-16
11204,3,2500,3672,1925,600000,2003-08-25
11204,2,2500,2480,1925,850000,2008-05-12
11204,1,2003,2100,1930,710000,2005-12-27
11204,1,2000,1380,1930,438000,2005-02-15
11204,2,2425,2100,1930,490000,2003-10-10
11204,2,1750,1020,1910,425000,2004-08-05
11204,4,2000,2296,1931,874500,2006-06-14
11204,2,2000,3035,1950,685000,2009-11-02
11204,2,2500,2068,1925,660000,2009-05-15
11204,1,1800,1732,1940,640000,2010-08-27
11204,1,1613,1112,1925,694000,2006-02-16
11204,1,3205,3376,1925,750000,2005-09-01
11204,2,2000,2412,1925,645000,2010-08-20
11204,1,3000,1921,1920,530000,2008-12-17
11204,2,2200,1764,1925,675000,2007-06-21
11204,2,3000,2088,1920,350000,2010-06-18
11204,1,2400,1470,1935,540000,2008-05-22
11204,3,2354,3990,1925,615500,2004-07-07
11204,1,2404,4676,2007,715000,2006-05-25
11204,2,3435,3135,1920,700000,2003-10-28
11204,2,3000,2500,1920,580000,2009-06-24
11204,4,2550,3000,1931,728000,2005-08-08
11204,2,2021,2128,1930,760000,2010-04-23
11204,3,2400,2400,1930,690000,2003-12-18
11204,2,2800,2128,1930,820000,2011-03-04
11204,1,2267,2480,1915,550000,2009-03-12
11204,1,2671,2394,1925,925000,2012-03-06
11204,2,2529,4550,1925,987000,2008-09-02
11204,1,1600,1656,1920,505000,2008-06-20
11204,2,2500,3960,1920,740000,2008-10-21
11204,2,1650,1296,1930,385000,2004-02-16
11204,1,3000,2772,1925,760000,2011-12-15
11204,2,2548,2475,1930,563000,2008-01-28
11204,6,1980,4824,1931,830000,2012-09-27
11204,3,2421,2400,1920,670000,2011-01-11
11204,4,2200,3520,1930,992500,2008-03-13
11204,1,1925,1140,1920,510000,2009-04-01
11204,3,2000,2375,1935,818000,2010-12-13
11204,3,2020,2387,1940,815000,2007-12-19
11204,3,2000,2340,1915,750000,2007-06-27
11204,1,1828,1204,1925,775000,2006-03-16
11204,4,2800,3444,1928,583000,2003-06-11
11204,3,2500,3400,1930,616000,2003-06-26
11204,2,2500,3800,1920,900000,2010-10-26
11204,1,1803,1408,1920,680000,2012-06-12
11204,2,2500,2640,1930,800000,2006-08-07
11204,2,1418,1683,1940,620000,2010-07-16
11204,2,2450,1376,1925,590000,2009-10-07
11204,2,3750,3456,1925,999000,2011-06-29
11204,3,2500,3072,1901,715000,2005-10-04
11204,1,1742,1569,1935,460000,2011-09-19
11204,2,2500,2400,1925,870000,2008-07-01
11204,3,2195,3553,1935,999000,2011-07-18
11204,1,2000,2740,1925,550000,2010-12-01
11204,2,2200,3785,1930,735000,2005-06-21
11204,2,2150,3328,1965,860000,2005-06-09
11204,1,2003,2336,1925,692000,2007-10-25
11204,2,2805,4200,1920,550000,2003-05-07
11204,3,2003,2640,1910,834500,2008-03-25
11204,4,2650,3520,1931,600000,2009-03-05
11204,2,2000,2650,1965,240000,2007-03-01
11204,2,1833,2385,1910,542000,2004-12-08
11204,2,2000,1952,1925,410000,2003-11-25
11204,2,2400,1884,1930,565000,2006-09-21
11204,2,2176,1674,1950,570000,2010-02-02
11204,2,1983,1576,1930,480000,2003-03-24
11204,2,2500,2480,1930,730000,2005-09-07
11204,2,1600,2280,1920,588000,2010-03-03
11204,2,2000,3008,1910,710000,2012-03-14
11204,1,3581,6900,2002,750000,2005-07-13
11204,3,1517,2850,1930,500000,2004-06-16
11204,2,2000,2208,1930,554888,2008-10-15
11204,2,2955,4840,1910,650000,2004-08-12
11204,2,2400,2500,1925,370000,2003-03-06
11204,6,3000,5725,1927,875000,2011-03-01
11204,2,2600,2342,1935,600000,2005-01-18
11204,3,3500,3012,1930,880000,2010-02-25
11204,2,2798,1440,1915,608000,2009-11-18
11204,6,1980,4824,1931,110000,2010-10-19
11204,3,2000,3400,1955,770000,2004-10-13
11204,2,2003,2750,1925,750000,2005-12-19
11204,1,1903,1560,1935,565000,2003-06-13
11204,2,2104,2545,1925,525000,2003-07-29
11204,3,2500,2700,1930,848000,2007-10-17
11204,2,2504,1454,1910,500000,2004-01-13
11204,1,1600,1136,1925,400000,2003-11-24
11204,4,2667,3439,1931,735000,2003-08-04
11204,2,1459,5848,2002,855000,2004-01-08
11204,1,2400,1470,1935,435000,2003-07-14
11204,2,2267,1822,1930,395000,2010-11-05
11204,3,1817,2000,1920,535000,2006-11-20
11204,1,1733,1560,1935,120000,2010-11-08
11204,3,2000,2464,1935,622000,2004-04-06
11204,3,2500,3960,1930,683000,2003-12-11
11204,2,1800,2232,1925,390500,2004-11-19
11204,2,2500,2480,1925,400000,2009-02-18
11204,2,2500,3600,1930,758000,2007-05-30
11204,3,2700,4422,1920,165000,2004-10-20
11204,2,2400,2472,1915,695000,2009-07-29
11204,2,2500,2719,1930,422500,2004-01-01
11204,1,2604,1836,1925,775000,2012-12-06
11204,4,2750,3510,1931,969000,2009-03-03
11204,4,2600,3230,1926,760000,2006-07-15
11204,2,1848,2880,1960,700000,2007-02-09
11204,2,1650,2260,1960,430000,2003-01-10
11204,4,2500,3198,1931,758000,2004-08-06
11204,2,2000,1860,1925,670000,2008-04-04
11204,1,2404,1864,1930,882000,2008-10-07
11204,1,1983,2800,1930,500000,2004-09-15
11204,2,2397,2470,1925,775000,2009-02-27
11204,1,2404,3654,1925,600000,2003-06-17
11204,2,2500,3360,1920,657000,2004-04-02
11204,1,2504,3270,1925,845000,2009-02-11
11204,2,1850,2424,1901,515000,2005-01-04
11204,2,2000,2048,1925,620000,2007-08-03
11204,3,2700,4404,1901,612800,2005-04-22
11204,2,1476,1890,1945,555000,2007-08-13
11204,2,2500,2128,1930,430500,2003-10-27
11204,2,3013,1600,1915,620000,2011-04-11
11204,4,2650,3520,1931,836000,2005-03-04
11204,2,2003,2100,1920,495000,2005-08-01
11204,2,2604,2340,1925,900000,2007-07-25
11204,1,1803,1170,1925,583602,2007-03-26
11204,1,1440,1777,1940,578000,2010-04-23
11204,1,1983,1376,1930,452000,2004-01-07
11204,4,2500,3026,1924,780000,2005-12-08
11204,2,1853,1836,1925,570000,2010-03-18
11204,2,2003,3170,1940,150000,2005-09-09
11204,2,2150,2442,1925,650000,2007-03-21
11204,1,3506,1961,1925,615000,2004-07-15
11204,2,2003,1944,1910,380000,2005-03-30
11204,2,2500,2440,1930,865000,2009-09-24
11204,3,2003,2585,1970,925000,2006-03-28
11204,4,2667,3600,1926,905000,2006-05-12
11204,3,2554,3654,1910,630000,2003-10-30
11204,1,1265,1981,1930,565000,2009-10-28
11204,2,1918,1900,1930,628000,2005-04-25
11204,2,2500,2480,1930,612000,2008-02-27
11204,1,1673,1038,1920,492500,2011-05-13
11204,4,2140,2800,1931,780000,2011-01-06
11204,1,2600,1444,1925,520000,2012-09-24
11204,3,2000,3336,1901,725000,2009-10-15
11204,1,3000,2079,1925,618000,2007-03-22
11204,2,2450,3720,1925,845000,2011-02-15
11204,2,2000,2168,1925,810000,2012-06-21
11204,2,2000,3184,1901,610000,2011-06-01
11204,1,1418,1872,1970,538000,2005-06-16
11204,2,2613,2280,1925,611452,2003-07-22
11204,3,4007,2411,1925,340000,2011-07-12
11204,2,3000,2560,1930,805000,2006-08-28
11204,2,4000,2389,1930,790000,2011-12-22
11204,2,2000,1664,1930,488000,2003-03-18
11204,2,2000,1350,1925,355000,2003-02-21
11204,3,3005,4614,1920,680000,2006-03-22
11204,1,1600,1432,1905,470000,2004-01-15
11204,2,1200,1872,1930,658000,2009-10-07
11204,2,2000,1440,1930,600500,2007-07-11
11204,3,2617,3960,1925,755000,2009-12-01
11204,3,2003,2520,1910,675000,2004-08-30
11204,1,1800,2208,1920,580000,2005-04-18
11204,2,3339,2185,1925,735000,2004-08-02
11204,1,2600,1872,1925,492000,2003-04-11
11204,3,2750,3960,1930,995000,2012-12-03
11204,6,3000,5400,1926,995000,2012-04-20
11204,2,1800,2312,1925,560000,2008-02-08
11204,2,2300,2040,1915,660000,2007-08-28
11204,2,1150,1784,1935,200000,2008-06-10
11204,3,1600,2338,1920,735000,2005-08-01
11204,2,1667,1320,1920,540000,2009-08-25
11204,2,2500,2480,1925,850000,2009-07-01
11204,2,2550,3660,1930,900000,2006-05-02
11204,3,2350,3162,1930,540000,2003-10-01
11204,2,1304,1040,1899,412000,2006-12-21
11204,2,2300,2790,1915,540000,2005-03-07
11204,2,2400,2210,1930,620000,2007-07-10
11204,2,3000,2682,1930,475000,2008-07-11
11204,1,1636,1024,1925,545000,2005-06-02
11204,1,1800,2578,1910,395000,2004-03-01
11204,2,3480,3407,1977,830000,2012-02-02
11204,2,1150,1760,1930,428000,2004-02-18
11204,3,2496,3692,1970,280000,2003-05-15
11204,3,2604,3879,1930,600000,2004-03-02
11204,4,2600,3280,1931,630000,2003-07-21
11204,2,2500,3960,1930,808000,2006-11-21
11204,2,2104,2545,1925,125152,2004-04-16
11204,1,3017,3430,1925,570000,2005-04-06
11204,3,2700,4422,1930,939000,2008-01-02
11204,1,1667,1408,1925,296000,2004-06-21
11204,2,2000,2800,1925,920000,2010-05-11
11204,4,2800,3360,1931,480000,2012-03-02
11204,1,2003,2894,1925,680000,2006-02-21
11204,3,2900,4422,1920,700000,2004-07-08
11204,1,1992,1608,1925,594000,2012-12-17
11204,4,2517,3161,1931,838000,2012-07-17
11204,2,1800,1633,1940,585000,2006-07-18
11204,1,2204,1080,1925,570000,2012-09-25
11204,4,2600,3480,1928,970000,2011-11-02
11204,2,2267,1822,1930,575500,2004-11-24
11204,1,1600,1152,1925,400000,2004-07-29
11204,2,2652,4550,1910,890000,2008-07-03
11204,3,2354,3705,1930,850000,2005-07-27
11204,1,1800,1732,1950,559000,2006-07-13
11204,1,2003,2136,1930,560550,2005-08-16
11204,2,1700,2285,1925,550000,2008-02-15
11204,2,2003,1792,1925,576000,2010-03-12
11204,4,3000,3590,1931,770000,2006-11-06
11204,2,2003,2064,1910,556000,2003-10-29
11204,3,1900,2485,1935,665000,2007-02-13
11204,2,2500,2240,1930,825000,2008-03-13
11204,2,2554,5360,1910,810000,2004-03-17
11204,3,2700,3960,1930,920000,2007-11-07
11204,1,2003,2500,1925,705000,2009-05-01
11204,1,2003,3086,1920,625000,2005-04-01
11204,2,2000,1709,1945,410000,2004-05-25
11204,1,2003,1544,1910,645000,2004-12-16
11204,2,2500,4080,1915,645000,2004-01-26
11204,4,2504,3120,1931,650000,2003-05-16
11204,1,2504,1218,1920,400000,2004-04-02
11204,3,2000,2800,1930,815000,2005-06-23
11204,1,2000,1903,1925,639000,2008-05-27
11204,2,2093,3600,1930,740000,2007-09-19
11204,1,2300,2176,1925,499999,2003-10-10
11204,2,4232,4908,1925,999999,2006-07-06
11204,2,2000,3216,1930,582900,2003-07-29
11204,2,2425,2352,1930,300000,2006-08-17
11204,4,2500,3200,1924,750000,2007-11-06
11204,4,2792,3036,1931,670000,2003-06-09
11204,6,2900,5400,1931,900000,2005-08-25
11204,2,2500,2400,1925,850000,2011-02-18
11204,4,3360,3157,1931,973000,2008-07-09
11204,3,2000,2492,1940,790000,2008-02-05
11204,1,1683,1416,1920,500000,2005-07-27
11204,3,2792,4554,1925,650000,2003-03-12
11204,3,2358,3132,1925,412500,2007-12-06
11204,2,1800,1633,1925,275000,2005-05-16
11204,1,1803,2130,1925,725000,2006-06-21
11204,2,2705,3960,1920,820000,2004-06-11
11204,2,2800,1720,1925,783000,2007-07-13
11204,2,1421,1632,1935,381200,2011-11-01
11204,2,5982,2982,1955,995000,2010-08-09
11204,2,2425,2480,1930,760000,2012-06-27
11204,2,2450,2640,1930,800000,2010-02-03
11204,1,2000,1344,1925,493000,2008-09-18
11204,2,2000,2950,1910,445200,2006-04-25
11204,1,1750,1020,1930,300000,2003-05-19
11204,1,2104,1344,1920,500000,2004-08-03
11204,2,1800,1568,1920,625000,2010-06-07
11204,2,2400,2044,1930,635000,2011-11-14
11204,1,2800,1494,1920,645000,2011-12-19
11204,1,1983,1376,1930,585000,2007-01-30
11204,2,2283,1800,1930,525000,2004-03-05
11204,2,2483,1916,1915,628000,2008-10-17
11204,2,2500,2400,1925,300000,2008-05-30
11204,3,2112,2607,1935,600000,2009-05-27
11204,3,2000,2400,1920,559000,2009-07-28
11204,2,2003,2380,1930,450000,2003-07-22
11204,2,2400,1760,1920,500000,2005-01-05
11204,2,2554,3900,1930,995000,2005-03-29
11204,1,1700,1518,1925,570000,2008-10-07
11204,2,3000,2128,1925,750000,2011-10-25
11204,2,2400,2400,1930,350000,2007-01-15
11204,2,3205,3344,1925,450000,2010-01-14
11204,1,1150,1292,1920,520000,2008-07-01
11204,2,2504,3780,1931,662500,2007-10-11
11204,2,2000,1472,1920,550000,2009-11-03
11204,1,4007,2046,1915,800000,2011-07-06
11204,2,2504,1928,1915,790000,2009-05-14
11204,2,2000,1880,1920,440000,2007-07-18
11204,1,2800,1494,1920,420000,2003-09-26
11204,1,2400,2080,1925,655000,2012-06-15
11204,4,2500,3000,1924,890000,2012-05-30
11204,1,1603,2080,1925,410000,2004-03-03
11204,2,2404,5220,1994,850000,2003-11-04
11204,3,2500,3360,1920,855000,2008-06-13
11204,2,1500,1332,1930,335000,2003-09-16
11204,2,1181,1944,1930,580000,2009-08-14
11204,1,2058,1366,1930,478000,2007-01-30
11204,2,2500,2128,1930,485000,2004-01-05
11204,2,1800,1768,1920,555000,2004-01-22
11204,6,2667,4788,1927,600000,2006-05-04
11204,2,2000,1575,1950,499000,2004-08-03
11204,2,2300,2440,1915,530000,2004-10-26
11204,2,1440,1540,1945,390000,2003-12-15
11204,3,3000,4290,2002,740000,2003-07-24
11204,2,2404,2280,1925,995000,2007-05-07
11204,2,2500,2560,1930,875000,2011-11-14
11204,1,3000,2170,1925,685000,2006-05-25
11204,2,1418,1683,1940,578000,2008-12-05
11204,3,2210,2268,1945,599800,2005-01-25
11204,1,1150,1240,1930,323000,2004-04-14
11204,2,2404,2960,1925,515500,2004-07-15
11204,2,1700,1478,1925,480000,2004-05-27
11204,2,2300,1784,1925,125000,2003-03-01
11204,2,2500,2720,1930,630000,2004-03-25
