zip_code,residential_units,land_sq_feet,gross_sq_feet,year_built,sale_price,sale_date
11204,6,2667,5647,1928,920000,2011-10-24
11204,2,5982,2982,1955,710000,2009-06-29
11204,1,2003,2000,1920,570000,2009-01-20
11204,1,2000,1710,1920,484000,2009-03-16
11204,1,1440,1777,1940,589000,2005-12-12
11204,2,1850,3071,1901,740000,2010-06-21
11204,2,1179,1305,1930,435000,2004-07-01
11204,1,1933,1148,1925,430000,2005-09-02
11204,1,2000,1312,1920,499900,2005-12-02
11204,2,1700,1478,1925,619000,2008-07-15
11204,2,1476,1732,1945,597000,2010-10-27
11204,3,2667,4500,1930,865000,2011-02-22
11204,2,3333,4356,1930,827000,2008-12-05
11204,2,2000,1824,1925,700000,2012-07-06
11204,2,2500,1962,1910,665000,2005-03-23
11204,1,1603,1024,1930,499000,2010-06-10
11204,2,2500,2480,1930,770000,2012-03-01
11204,2,2417,2480,1930,872500,2012-02-13
11204,1,2404,1368,1925,680500,2007-03-09
11204,1,1800,2208,1920,595000,2004-12-09
11204,2,2600,1444,1925,400000,2008-05-22
11204,3,2538,3280,1945,350000,2012-05-16
11204,2,1333,1623,1925,425000,2005-02-01
11204,4,3005,3696,1931,835000,2004-12-02
11204,2,1800,2945,1925,540000,2007-06-12
11204,2,2775,3476,1925,237500,2004-08-04
11204,2,2000,1280,1935,561350,2008-05-01
11204,2,1569,1900,1930,698000,2009-01-15
11204,2,2003,1400,1920,600000,2004-09-28
11204,2,1600,1678,1935,650000,2012-03-30
11204,2,2300,3144,1925,680000,2010-02-09
11204,2,2400,2680,1920,634000,2006-11-01
11204,3,2496,3780,1925,940000,2005-08-15
11204,2,1500,1332,1930,416800,2004-06-15
11204,2,2127,2475,1930,475000,2004-01-16
11204,1,2217,1318,1930,685000,2007-01-29
11204,1,2000,1674,1930,610000,2007-06-22
11204,3,2850,2992,1920,810000,2007-04-26
11204,4,4154,3690,1931,350000,2012-05-30
11204,2,1750,3267,1935,620000,2005-03-10
11204,1,1636,1024,1920,300000,2003-06-20
11204,2,1800,1732,1940,592000,2007-09-10
11204,1,1833,2492,1930,620000,2012-09-12
11204,3,3005,5120,1925,850000,2010-02-21
11204,2,2000,2160,1920,629000,2006-10-02
11204,2,2500,2400,1925,600000,2004-11-01
11204,3,2120,2079,1940,660000,2009-08-13
11204,2,2475,2480,1930,810000,2009-07-20
11204,2,2267,1822,1930,715000,2006-02-03
11204,1,1667,1280,1925,495000,2006-03-30
11204,2,1933,1148,1925,580000,2010-05-01
11204,2,3506,6142,2004,890000,2004-05-18
11204,2,3000,2510,1930,830000,2005-08-26
11204,2,3005,3848,1925,650000,2005-05-23
11204,2,3100,2638,1925,775000,2006-10-25
11204,1,2003,1216,1920,485000,2004-12-03
11204,2,3500,1784,1930,710000,2010-01-29
11204,3,2000,3025,1960,550000,2003-09-25
11204,1,2500,2084,1930,410000,2004-04-20
11204,2,1800,1795,1925,330000,2003-10-07
11204,3,1800,1890,1940,550000,2011-11-04
11204,6,3000,5280,1927,750000,2007-09-20
11204,2,2300,1600,1925,600000,2006-06-08
11204,1,1603,1072,1930,560000,2006-09-12
11204,2,1440,1633,1935,535000,2007-08-09
11204,2,1983,1376,1930,600000,2010-03-01
11204,1,2000,1600,1925,580000,2007-09-17
11204,1,2300,3150,1925,560000,2004-07-29
11204,2,3174,4404,1931,540000,2007-09-11
11204,1,2204,2408,1925,930500,2005-07-13
11204,2,2483,3192,1925,850000,2009-10-14
11204,1,2312,3990,1920,835000,2012-05-14
11204,2,2525,4020,1920,825000,2005-12-14
11204,3,2003,2639,1935,499000,2007-12-21
11204,3,2700,2120,1930,690000,2004-12-02
11204,1,4000,1660,1915,860000,2011-05-26
11204,2,1958,1760,1920,545900,2007-12-01
11204,4,3000,3404,1931,710000,2003-12-11
11204,2,2483,2360,1925,175000,2008-10-28
11204,2,1380,1600,1930,460000,2003-08-26
11204,2,4007,11496,2005,920000,2004-12-23
11204,1,1720,1344,1930,980000,2005-03-11
11204,3,3000,3740,1930,770000,2007-08-21
11204,2,2003,2100,1920,495000,2003-03-22
11204,4,2500,3296,1931,915000,2012-05-11
11204,2,3000,2240,1925,387500,2005-12-01
11204,4,2608,3360,1927,537000,2003-02-10
11204,3,4007,6930,2008,850000,2004-07-14
11204,2,2000,2016,1925,728000,2007-05-11
11204,4,2775,3510,1931,622500,2003-09-22
11204,2,4000,2048,1930,785000,2009-03-03
11204,2,2000,1860,1915,720000,2007-04-20
11204,1,1742,1569,1935,475000,2007-06-21
11204,2,2058,2668,1930,450000,2010-09-01
11204,3,3000,2940,1920,239558,2003-05-20
11204,2,2425,2480,1930,622000,2005-05-25
11204,2,1800,2655,1920,570000,2007-05-15
11204,2,4000,3195,1930,665000,2004-10-13
11204,2,2500,2640,1925,150000,2005-10-13
11204,1,2104,1020,1920,205000,2008-03-19
11204,6,2750,5400,1927,620000,2003-08-22
11204,2,4007,2340,1920,640000,2010-01-12
11204,2,2700,2432,1925,798000,2010-08-12
11204,3,2500,2560,1930,940000,2010-03-08
11204,1,1800,2016,1925,515000,2007-06-20
11204,4,2750,3510,1931,970000,2009-08-17
11204,2,2000,2720,1930,720000,2005-04-04
11204,1,1750,1589,1930,540000,2007-07-03
11204,3,4000,2732,1899,900000,2008-07-24
11204,3,1045,1836,1940,705000,2007-08-09
11204,4,3000,5696,1928,950000,2012-05-25
11204,2,3350,2556,1925,928000,2011-02-16
11204,4,2425,2800,1931,900500,2006-02-09
11204,3,1800,2578,1910,499000,2008-05-01
11204,2,2200,2988,1925,735000,2009-06-23
11204,2,2000,3060,1910,575000,2004-06-14
11204,2,2200,1764,1925,652000,2010-12-01
11204,2,2500,2320,1925,825000,2009-08-01
11204,1,1750,1020,1910,513000,2012-07-26
11204,3,2003,2958,1960,650000,2004-08-03
11204,2,2413,5820,1920,910000,2007-10-30
11204,1,1750,1020,1910,483000,2010-06-16
11204,2,1440,1732,1940,640000,2008-10-10
11204,4,2481,3280,1931,600000,2004-08-03
11204,2,1280,1585,1940,565000,2011-09-20
11204,1,2000,1372,1930,685000,2008-09-25
11204,2,2664,2344,1930,780000,2012-10-03
11204,2,2000,1860,1925,425000,2007-11-20
11204,1,1150,1328,1930,400000,2005-04-15
11204,2,2283,1800,1930,310000,2005-06-02
11204,2,2500,2240,1930,400000,2004-05-28
11204,2,2492,2480,1920,863500,2011-12-01
11204,1,2003,2864,1925,725000,2004-09-14
11204,3,4007,6280,1960,995000,2006-09-06
11204,1,1603,1024,1930,380000,2003-10-20
11204,2,4000,2120,1935,925000,2009-11-04
11204,3,2517,3000,1930,660000,2004-01-06
11204,2,2003,1958,1920,680000,2010-03-04
11204,1,2050,1448,1930,461500,2005-08-26
11204,2,2300,1834,1925,600000,2010-09-29
11204,2,2433,2480,1930,835000,2010-09-29
11204,3,1583,2682,1945,225000,2007-01-18
11204,1,2000,1320,1930,280000,2007-05-22
11204,3,2579,3460,1955,950500,2006-04-11
11204,2,2404,2400,1925,655000,2012-02-06
11204,3,2513,3780,1925,550000,2003-06-04
11204,2,3000,4086,1930,800000,2009-11-20
11204,2,1380,1600,1930,655000,2004-05-11
11204,1,2003,1430,1925,480000,2003-07-29
11204,3,1553,2850,1930,765000,2006-11-01
11204,1,2003,1032,1925,520000,2008-07-23
11204,1,1853,1836,1925,525000,2004-05-28
11204,2,1380,1600,1930,675000,2010-04-20
11204,2,1742,1700,1920,628000,2006-04-28
11204,1,1150,1328,1930,590000,2006-01-26
11204,2,2200,3206,1950,865000,2012-08-01
11204,1,2600,1872,1925,725000,2012-10-19
11204,1,1452,1496,1939,565000,2007-11-27
11204,2,1983,1376,1930,200000,2009-05-12
11204,1,1975,1968,1920,360000,2004-06-16
11204,2,2500,3200,1920,628500,2003-11-24
11204,2,2000,1624,1915,488000,2005-02-01
11204,3,2003,2616,1975,645000,2005-01-25
11204,1,1600,1936,1920,553000,2012-12-11
11204,4,3000,3590,1931,365000,2003-02-03
11204,2,2668,1740,1960,432000,2003-09-24
11204,2,1750,2760,1910,420000,2006-03-15
11204,2,3000,6264,2004,750000,2004-01-28
11204,1,2003,1944,1910,924500,2007-08-15
11204,3,2700,4386,1930,965000,2012-05-10
11204,2,2500,2480,1925,519000,2003-08-05
11204,3,2000,2440,1920,660000,2008-09-09
11204,1,2000,2208,1930,362000,2003-09-02
11204,2,2500,3900,1925,550000,2003-04-22
11204,2,2000,2596,1925,755000,2008-09-15
11204,2,1764,2275,1950,650000,2009-12-30
11204,2,2483,3167,1925,825000,2010-04-27
11204,6,1980,4824,1931,585000,2006-02-16
11204,4,2500,3000,1923,930000,2007-09-12
11204,1,2003,2114,1925,660000,2006-08-10
11204,2,1800,2124,1925,545000,2007-08-08
11204,1,1750,1575,1935,450000,2011-11-23
11204,1,1700,1518,1925,534000,2009-10-01
11204,2,2003,2368,1920,515500,2003-11-20
11204,2,1150,1720,1925,546000,2008-05-01
11204,1,4007,4620,2010,895000,2010-04-20
11204,2,2500,2320,1920,680000,2004-04-08
11204,1,2000,1608,1925,540000,2007-11-14
11204,2,3000,2080,1925,740000,2012-02-03
11204,2,2000,1952,1925,690000,2007-08-21
11204,2,2330,2470,1925,825000,2007-04-17
11204,2,2487,2800,1930,800500,2009-01-06
11204,1,1140,1684,1920,380000,2004-10-25
11204,2,2000,3150,1910,643200,2010-11-18
11204,2,2467,3944,1920,800000,2009-11-18
11204,2,2300,2744,1925,127500,2006-04-26
11204,2,2000,1880,1915,725000,2005-11-22
11204,1,1600,1136,1925,565000,2010-08-12
11204,2,2425,2100,1930,650000,2005-03-01
11204,2,1700,2100,1930,141600,2003-10-15
11204,2,1440,1890,1940,598000,2011-06-16
11204,2,2025,1656,1920,180000,2010-09-20
11204,1,1800,1836,1925,640000,2005-11-01
11204,2,2008,1456,1940,575000,2005-08-03
11204,2,2800,6003,1930,730000,2003-11-06
11204,2,2500,3400,1930,840000,2012-12-20
11204,3,2500,2640,1940,775000,2006-07-27
11204,3,2500,2026,1910,675000,2008-03-26
11204,1,2003,1564,1925,555000,2007-03-12
11204,1,1320,1365,1950,518500,2009-03-24
11204,2,2000,1608,1925,635000,2010-12-07
11204,3,3904,4474,1970,600000,2005-09-15
11204,2,2700,3960,1930,144800,2010-12-03
11204,2,2500,2720,1925,745000,2007-03-05
11204,1,2000,1752,1925,620000,2007-09-21
11204,1,1750,1020,1910,437000,2005-02-25
11204,1,1750,1020,1910,470000,2011-11-03
11204,2,1803,1919,1935,620000,2009-12-23
11204,2,2500,2072,1920,763000,2012-03-21
11204,2,2400,1760,1920,625000,2004-03-30
11204,1,1980,1488,1925,390000,2003-01-23
11204,2,2000,2280,1925,600000,2004-05-04
11204,4,2600,3480,1928,544000,2003-03-28
11204,1,1800,2208,1920,569000,2004-03-29
11204,2,2300,1580,1915,645000,2010-02-25
11204,2,2975,1760,1930,760000,2005-08-24
11204,2,2450,1760,1930,440000,2004-11-09
11204,2,2325,2088,1930,799000,2007-04-12
11204,3,6010,4500,2007,750000,2009-08-26
11204,2,2400,1520,1925,560000,2007-08-24
11204,4,2000,3818,1931,730000,2012-03-21
11204,2,2317,1976,1930,650000,2008-08-22
11204,2,2500,2640,1925,970000,2011-07-21
11204,2,2500,2840,1930,670000,2008-06-18
11204,2,2500,2370,1920,262000,2005-11-14
11204,1,3000,1539,1920,565000,2005-07-06
11204,2,2300,2480,1915,690000,2012-02-27
11204,1,3213,1392,1925,405000,2010-02-04
11204,1,2300,1600,1925,735000,2007-03-20
11204,2,2500,2160,1930,655500,2005-07-11
11204,6,2750,4950,1925,900000,2005-12-01
11204,3,2300,3680,1915,737000,2006-09-19
11204,2,2500,8450,1992,795000,2006-08-04
11204,4,2003,2800,1931,755500,2004-11-16
11204,1,1852,1504,1920,570000,2007-03-08
11204,2,3000,2000,1920,600000,2012-03-14
11204,2,2625,2460,1930,690000,2011-03-03
11204,2,2000,2224,1935,746500,2008-03-24
11204,2,1600,1678,1935,553000,2007-08-22
11204,1,1983,1376,1930,525000,2004-06-21
11204,2,2204,2800,1935,875000,2005-02-02
11204,2,1600,1936,1920,445000,2003-09-19
11204,2,2800,2560,1930,426000,2005-08-25
11204,2,2000,2168,1925,775000,2007-10-15
11204,1,3005,3906,1920,850500,2003-11-18
11204,1,2000,2208,1930,579000,2009-05-08
11204,2,2003,2136,1930,749000,2012-08-08
11204,2,2003,3300,1925,366750,2003-08-11
11204,2,1800,1795,1925,554946,2006-06-08
11204,1,1975,1264,1920,485000,2007-08-02
11204,2,1500,1332,1930,520000,2011-01-21
11204,2,4000,2144,1920,875000,2005-12-13
11204,2,2500,4020,1925,790000,2007-03-19
11204,2,2267,1822,1930,660000,2011-01-24
11204,2,2568,3168,1899,420995,2003-02-13
11204,1,2312,3990,1920,850500,2004-12-09
11204,2,2300,2480,1925,480000,2010-08-11
11204,3,2000,2620,1940,481000,2003-05-21
11204,1,2208,1600,1915,630000,2007-07-26
11204,2,2000,10612,1920,755000,2007-06-08
11204,3,3492,4632,1920,870000,2004-04-19
11204,2,2003,2988,1950,840000,2006-03-29
11204,1,1750,1020,1910,499990,2010-12-30
11204,1,2705,6000,2005,695000,2003-10-28
11204,4,2500,3116,1931,965000,2011-10-27
11204,1,1440,2388,1920,550000,2012-03-07
11204,3,2650,4386,1935,995000,2010-03-30
11204,2,1150,1328,1930,419500,2004-11-09
11204,3,1700,4200,1925,290000,2003-03-28
11204,1,1600,1332,1925,525000,2006-01-23
11204,2,1800,1782,1940,520000,2004-02-03
11204,2,1285,2001,1930,588000,2007-04-03
11204,2,2184,1674,1950,500000,2011-11-17
11204,3,3213,2932,1925,275000,2004-06-07
11204,1,1800,1732,1940,580000,2007-04-24
11204,2,2000,2766,1950,863000,2010-09-15
11204,2,2500,3680,1925,780000,2006-06-23
11204,3,2000,4280,2003,800000,2012-06-12
11204,2,1200,1872,1930,500000,2005-11-14
11204,4,2500,3280,1926,738000,2006-10-17
11204,4,2500,2684,1931,940000,2010-06-21
11204,6,2500,5625,1931,800000,2005-09-29
11204,4,2600,3230,1926,875000,2008-01-08
11204,2,1308,1632,1935,605000,2007-01-10
11204,1,2104,1020,1920,233333,2010-04-08
11204,2,2775,2356,1925,738000,2005-11-18
11204,1,1850,2424,1901,583800,2008-03-01
11204,4,3000,3590,1931,948000,2007-10-15
11204,2,1500,1332,1930,560000,2011-06-01
11204,2,2000,3060,1910,267000,2012-03-02
11204,2,2500,3100,1930,790000,2011-12-22
11204,1,2513,3000,1930,725000,2008-11-20
11204,1,1600,3420,1910,400000,2006-03-23
11204,2,1833,1611,1930,520000,2009-05-19
11204,3,1983,3249,1965,900000,2007-07-03
11204,1,1987,2729,1930,725000,2005-10-01
11204,3,2554,3654,1910,950000,2004-09-07
11204,2,2600,2460,1930,730000,2012-08-27
11204,1,2000,1430,1920,475000,2007-11-05
11204,2,2500,2480,1925,800000,2009-06-02
11204,1,2500,3726,2006,615000,2005-03-04
11204,1,1320,1365,1950,448000,2005-06-13
11204,3,2500,2700,1930,880000,2010-07-30
11204,3,2550,3600,1930,818000,2010-11-03
11204,1,4000,2058,1930,726600,2008-11-21
11204,3,2550,3198,1931,660000,2003-03-26
11204,2,2000,1880,1915,335000,2003-04-19
11204,1,1803,1170,1925,403400,2012-12-13
11204,2,1800,2232,1925,760000,2009-04-06
11204,2,2692,1920,1930,675000,2009-09-03
11204,2,2917,2061,1920,105000,2004-06-25
11204,2,1850,2424,1901,700000,2009-01-02
11204,2,2000,3264,1910,700000,2009-05-28
11204,4,2705,3520,1931,290000,2008-10-17
11204,2,2200,2448,1925,366000,2003-02-15
11204,2,4107,5004,1920,940000,2008-09-02
11204,6,2667,4797,1927,680000,2004-03-29
11204,2,1600,1800,1925,575000,2011-04-12
11204,1,1265,1981,1930,365000,2003-03-12
11204,1,1700,1478,1925,560000,2012-02-07
11204,1,1603,1024,1925,575000,2007-12-20
11204,1,1750,1020,1910,430000,2006-04-21
11204,1,1750,1020,1910,456000,2006-10-27
11204,3,3050,1540,1930,910000,2007-08-08
11204,2,2400,2622,1915,710000,2009-06-29
11204,1,1890,1320,1930,560000,2010-01-14
11204,2,2000,3240,1905,537500,2003-05-13
11204,2,2800,2680,1930,520000,2005-03-15
11204,4,2600,3444,1928,882000,2007-06-13
11204,1,1800,2122,1920,650000,2006-01-17
11204,2,3005,4312,2009,950000,2007-10-10
11204,2,3205,1620,1920,725000,2003-11-11
11204,2,2500,3900,1935,689000,2004-07-01
11204,2,1575,2000,1945,750000,2011-09-28
11204,2,2667,2488,1930,950000,2012-08-15
11204,2,2200,1764,1925,530000,2004-01-14
11204,3,1320,2098,1935,579000,2012-05-29
11204,2,1850,2424,1901,572000,2004-04-26
11204,2,2500,2480,1925,550000,2003-07-07
11204,2,2550,3960,1930,875000,2010-05-13
11204,2,3000,3480,1925,845000,2006-11-27
11204,2,2500,2480,1925,728000,2005-07-01
11204,2,1255,1632,1935,520000,2009-03-23
11204,2,2880,1633,1940,450000,2003-11-01
11204,2,2146,2100,1935,535000,2003-08-07
11204,3,1700,2000,1920,540000,2010-06-09
11204,3,6000,2904,1925,998000,2009-07-02
11204,2,2500,2480,1930,760000,2010-07-16
11204,3,2700,4422,1920,868000,2009-11-12
11204,2,2003,2200,1925,250000,2007-10-29
11204,3,2250,3804,1930,515000,2003-12-17
11204,1,2033,1376,1930,590000,2011-09-16
11204,2,2500,2480,1930,949000,2008-09-11
11204,1,1600,1030,1920,510000,2006-08-14
11204,2,2500,2320,1930,505000,2003-05-30
11204,2,1026,1836,1940,600000,2006-05-09
11204,1,1800,1918,1925,690000,2006-04-06
11204,2,2000,3300,1901,710000,2008-01-16
11204,2,2000,1440,1930,620000,2005-11-04
11204,2,2000,2650,1965,600000,2011-02-17
11204,2,2583,2752,1930,890000,2009-06-08
11204,3,2383,2560,1930,620000,2003-11-12
11204,3,2600,4032,1920,905000,2006-08-09
11204,2,2000,2280,1925,610000,2005-07-11
11204,2,2200,1947,1925,715000,2005-11-17
11204,1,2092,2064,1930,550000,2005-05-25
11204,2,2500,3600,1925,690000,2004-08-23
11204,2,2500,2480,1920,802000,2012-04-26
11204,2,2283,1800,1930,662500,2008-05-29
11204,1,2950,3234,1960,350000,2003-05-04
11204,2,2600,2975,1920,720000,2006-07-25
11204,1,2050,2080,1925,755000,2007-10-09
11204,1,1603,1024,1925,550000,2008-12-15
11204,1,2000,1440,1925,350000,2003-09-02
11204,1,2000,1568,1925,628000,2011-04-29
11204,1,1775,2140,1930,559000,2006-05-18
11204,2,2500,3600,1925,816000,2005-03-07
11204,2,2450,2645,1930,685000,2010-11-04
11204,1,2000,1400,1915,590000,2011-08-30
11204,1,2000,1440,1930,522500,2004-06-23
11204,1,2050,2080,1925,600000,2009-06-15
11204,2,2450,1920,1925,800000,2012-12-03
11204,2,2500,3350,1925,655000,2003-09-19
11204,1,1800,1602,1939,539900,2007-07-19
11204,1,2805,2776,1920,700000,2009-05-01
11204,1,1600,2460,1910,451000,2009-11-17
11204,2,2938,2835,1950,662000,2010-01-26
11204,1,2000,1508,1925,570000,2007-07-02
11204,2,2092,2128,1930,575000,2005-01-26
11204,2,2000,1952,1925,395000,2010-12-22
11204,2,2529,4550,1925,950000,2004-04-19
11204,2,2504,1818,1930,300000,2012-11-07
11204,2,2875,2248,1930,175000,2003-03-14
11204,2,1613,1800,1925,675000,2005-05-23
11204,4,2700,3600,1925,840000,2006-01-19
11204,2,2325,3648,1920,776000,2010-03-30
11204,4,2650,3520,1931,870000,2006-07-19
11204,1,2800,1940,1930,880000,2006-01-13
11204,3,2204,3127,1955,815000,2010-09-01
11204,2,2244,2583,1930,760000,2012-06-04
11204,1,2300,1648,1925,553000,2009-03-17
11204,2,2000,1952,1925,545000,2005-02-23
11204,2,2070,2500,1950,460000,2011-04-28
11204,3,2250,3009,1930,425000,2005-10-01
11204,3,2333,5420,2007,985000,2009-06-15
11204,2,2404,5220,1994,589000,2010-05-17
11204,2,2003,3360,1910,700000,2004-11-29
11204,6,2500,5625,1931,870000,2008-03-17
11204,2,2400,2680,1920,740000,2012-04-23
11204,1,2300,1784,1925,580000,2008-07-25
11204,2,2550,2640,1930,650000,2011-04-29
11204,4,2441,3500,1931,385000,2003-02-04
11204,3,2925,4086,1920,767500,2005-09-01
11204,1,1750,1020,1910,415000,2006-02-08
11204,4,2500,3000,1924,405000,2005-11-08
11204,1,1650,1296,1930,515000,2011-03-18
11204,3,5008,7492,1975,750000,2012-11-19
11204,1,2000,1198,1925,470000,2004-04-21
11204,2,2500,3024,1930,575000,2004-11-17
11204,2,1440,1890,1940,600000,2008-04-21
11204,2,2000,2112,1925,555000,2006-04-27
11204,2,2500,4020,1925,400000,2004-05-11
11204,1,2000,1600,1915,510000,2006-08-21
11204,2,2533,2720,1930,785000,2011-06-16
11204,2,2500,2000,1940,666000,2009-11-16
11204,2,2575,2840,1930,788500,2007-10-02
11204,2,4000,3232,1930,990000,2011-03-17
11204,2,4000,2230,1930,609000,2003-04-03
11204,2,1500,1696,1930,650000,2012-06-13
11204,1,2500,3960,1925,297000,2003-03-26
11204,1,3000,1820,1920,560000,2008-12-16
11204,3,2400,3315,1935,650000,2003-12-17
11204,1,2000,2220,1920,590000,2012-04-04
11204,2,4007,4212,1965,650500,2003-08-04
11204,2,2700,1968,1930,610000,2006-05-11
11204,2,2003,1400,1920,540000,2010-07-01
11204,2,2500,2400,1930,980000,2012-07-13
11204,2,1467,1633,1935,548000,2004-12-01
11204,2,1800,1620,1945,450000,2005-03-09
11204,2,2500,2320,1925,808000,2008-07-15
11204,1,1603,1024,1925,550000,2005-10-03
11204,2,2917,2470,1930,567000,2006-02-16
11204,2,4232,4908,1925,585020,2009-06-02
11204,4,2500,3000,1924,820000,2006-08-18
11204,2,1800,1438,1925,540000,2008-12-09
11204,2,3750,2734,1925,725000,2005-08-12
11204,2,1800,2232,1925,675000,2010-06-08
11204,2,3333,1918,1930,728000,2005-05-27
11204,2,2000,2750,1960,260000,2011-09-29
11204,1,3000,1600,1925,660000,2005-09-19
11204,2,2600,2255,1940,730000,2008-05-29
11204,2,1543,1900,1930,700000,2007-12-06
11204,4,2500,3240,1926,999999,2010-10-12
11204,3,2003,4500,1980,900000,2006-04-06
